Id,profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
509,1,0.43,1,0,0,0,0,0,10,178,1417,1
510,0,0.89,0,0,0,0,0,0,1,50,39,1
511,1,0.38,1,0,0,0,0,0,2,207,2426,1
512,0,0.36,1,0,0,0,0,1,0,178,828,1
513,0,0,1,0,1,0,0,0,0,16,26,1
514,0,0.14,1,0,0,0,0,0,0,49,2,1
515,0,0.2,1,0.33,0,0,0,0,2,49,12,1
516,0,0.1,0,0,0,0,0,0,0,37,4,1
517,0,0.5,1,0.4,0,0,0,0,0,21,0,1
518,1,0.58,1,0.44,0,0,0,0,21,356,2176,1
519,0,0.44,2,0,0,0,0,0,0,46,4,1
520,0,0.22,1,0.33,0,0,0,0,0,49,0,1
521,0,0,1,0,0,0,0,0,0,49,58,1
522,0,0,1,0,0,0,0,0,0,44,45,1
523,0,0.13,2,0,0,0,0,0,0,42,240,1
524,0,0.38,1,0.33,0,0,0,0,0,47,9,1
525,0,0.1,2,0,0,0,0,0,0,48,1,1
526,1,0.91,1,0,0,0,0,0,0,75,26,1
527,0,0.08,1,0,0,0,0,0,0,115,289,1
528,0,0.88,1,1,0,0,0,0,5,53,66,1
529,0,0.67,1,0,0,0,0,0,0,32,23,1
530,0,0.44,1,0,0,0,0,0,0,39,153,1
531,0,0.18,1,0,0,0,0,0,0,3033,1155,1
532,0,0.25,1,0,0,0,0,0,0,3003,825,1
533,0,0.88,1,1,0,0,0,0,1,34,36,1
534,0,0.36,1,0,0,0,0,0,37,218,1528,1
535,1,0.33,2,0.22,0,0,0,0,8,210,1543,1
536,1,0.2,2,0,0,19,0,0,4,1489,3715,1
537,0,0.5,1,0.5,1,0,0,0,0,10,2,1
538,0,0.33,1,0,0,0,0,0,28,201,812,1
539,0,0,2,0,0,0,0,0,0,351,2663,1
540,0,0.43,1,0,0,0,0,0,0,52,16,1
541,0,0.25,1,0.18,0,0,0,0,6,156,423,1
542,0,0.43,2,0,0,0,0,0,12,85,477,1
543,0,0.24,1,0,0,0,0,0,0,35,38,1
544,0,0.44,1,0,0,0,0,0,0,55,28,1
545,0,0.27,2,0,0,43,0,1,0,16,51,1
546,0,0.38,1,0,0,0,0,0,0,43,88,1
547,0,0.4,1,0,0,0,0,0,2,97,408,1
548,0,0.57,1,0.57,1,0,0,0,2,34,112,1
549,0,0,1,0,1,0,0,0,0,2346,7272,1
550,0,0.25,1,0,0,0,0,0,0,49,95,1
551,1,0.19,0,0,0,0,0,1,2,2,55,1
552,0,0.46,1,0.46,1,0,0,0,2,40,19,1
553,0,0.46,1,0,0,0,0,1,0,332,1333,1
554,0,0.73,1,0,0,0,0,0,0,14,542,1
555,1,0.6,1,0.5,0,0,0,0,12,65,162,1
556,1,0.46,1,0.5,0,0,0,0,1,20,52,1
557,0,0.31,1,0.31,1,0,0,0,0,26,27,1
558,1,0.43,1,0.43,0,0,0,0,0,72,434,1
559,1,0,1,0,0,0,0,0,1,55,2,1
560,1,0.5,1,0.4,0,33,0,0,12,77,108,1
561,1,0,4,0.25,0,0,0,1,59,31,215,1
562,0,0.86,2,0.18,0,0,0,0,0,57,130,1
563,0,0.62,1,0,0,0,0,1,0,58,347,1
564,1,0.33,2,0,0,0,0,0,23,47,139,1
565,1,0.16,1,0.12,0,43,0,0,3,31,37,1
566,1,0.92,1,1,0,0,0,0,11,96,242,1
567,1,0.27,1,0,0,19,0,0,8,126,860,1
568,1,0.25,1,0,0,0,0,1,102,39,229,1
569,1,0.43,1,0,0,5,0,0,6,66,161,1
570,1,0.31,3,0,0,0,0,0,25,87,698,1
571,1,0.2,1,0,0,28,0,0,0,15,64,1
572,1,0.55,1,0.44,0,0,0,0,33,166,596,1
573,1,0.38,1,0.33,0,21,0,0,44,66,75,1
574,1,0.57,2,0,0,0,0,0,4,96,339,1
575,1,0.57,1,0,0,11,0,0,0,57,73,1
576,1,0.27,1,0,0,0,0,0,2,150,487,1
